Eichberg,757500,245900
Marbach (SG),760800,251200
Oberriet (SG),760700,243200
Rebstein,761900,252100
Rüthi (SG),758800,240300
Buchs (SG),754100,225800
Gams,751800,230100
Grabs,751900,227700
Sennwald,756300,236500
Sevelen,755200,221000
Wartau,755300,217800
Bad Ragaz,756900,207900
Flums,744500,217400
Mels,750500,212500
Pfäfers,756900,206300
Quarten,736700,219000
Sargans,752100,212700
Vilters-Wangs,753000,210100
Walenstadt,742200,220900
Amden,729800,223400
Benken (SG),718700,228700
Kaltbrunn,720300,230400
Schänis,721900,224500
Weesen,725500,221500
Schmerikon,714000,231600
Uznach,717100,231500
Rapperswil-Jona,705900,232200
Gommiswald,720000,232300
Eschenbach (SG),712300,233200
Ebnat-Kappel,727500,236000
Wildhaus-Alt St. Johann,739900,228600
Nesslau,733400,231800
Hemberg,731300,240300
Lichtensteig,724600,242800
Oberhelfenschwil,726500,246200
Neckertal,728200,247100
Wattwil,724800,240500
Kirchberg (SG),720800,252400
Lütisburg,723800,250600
Mosnang,721000,247000
Bütschwil-Ganterschwil,723400,246800
Degersheim,732800,248400
Flawil,731900,252800
Jonschwil,724400,253900
Oberuzwil,727100,254700
Uzwil,728500,256300
Niederbüren,733100,258700
Niederhelfenschwil,731700,259800
Oberbüren,729900,257000
Zuzwil (SG),726000,259600
Wil (SG),721000,258000
Andwil (SG),738500,255500
Gaiserwald,743200,254400
Gossau (SG),736500,253200
Waldkirch,739200,259200
Vaz/Obervaz,761800,177300
Lantsch/Lenz,762500,172400
Schmitten (GR),770800,173200
Albula/Alvra,768800,172100
Surses,765500,162700
Bergün Filisur,776700,166700
Brusio,807200,126400
Poschiavo,801700,133800
Falera,736900,184900
Laax,738800,185400
Sagogn,738700,183800
Schluein,736700,183500
Vals,733400,164300
Lumnezia,732700,175500
Ilanz/Glion,734900,181900
Fürstenau,753500,176400
Rothenbrunnen,751800,181700
Scharans,754500,176000
Sils im Domleschg,754100,174100
Cazis,752200,176400
Flerden,750600,174300
Masein,752000,174200
Thusis,752900,173500
Tschappina,748600,172500
Urmein,750200,173000
Safiental,740800,183500
Domleschg,753000,181000
Avers,759300,148900
Sufers,747800,159500
Andeer,752300,163200
Casti-Wergenstein,750800,165800
Donat,752400,166100
Lohn (GR),752200,168600
Mathon,751300,167000
Rongellen,753300,171200
Zillis-Reischen,753500,166800
Ferrera,753800,154100
Rheinwald,744500,157500
Bonaduz,749600,186400
Domat/Ems,753500,189100
Rhäzüns,749500,184900
Felsberg,755500,190400
Flims,740800,189000
Tamins,750200,188500
Trin,746800,188200
Zernez,803200,175600
Samnaun,825000,205300
Scuol,818500,186900
Valsot,827700,195400
Bever,787900,158700
Celerina/Schlarigna,785900,154100
Madulain,791400,162400
Pontresina,789300,151900
La Punt-Chamues-ch,791200,161200
Samedan,786600,156500
St. Moritz,784200,152400
S-chanf,794900,165400
Sils im Engadin/Segl,778600,144700
Silvaplana,781000,148100
Zuoz,793100,164300
Bregaglia,765600,134700
Buseno,728600,125900
Castaneda,731300,124200
Rossa,729800,136200
Santa Maria in Calanca,731500,125000
Lostallo,735300,130600
Mesocco,738000,139500
Soazza,737300,136600
Cama,733700,125800
Grono,731900,123300
Roveredo (GR),730700,122200
San Vittore,728800,122100
Calanca,729000,129300
Val Müstair,828800,165700
Davos,782200,185700
Fideris,775500,198600
Furna,770500,200900
Jenaz,773400,200100
Klosters-Serneus,786000,194500
Conters im Prättigau,779800,197300
Küblis,778000,198600
Luzein,777200,199200
Chur,759300,191000
Churwalden,760600,183300
Arosa,770800,183200
Tschiertschen-Praden,765500,187400
Haldenstein,759100,194100
Trimmis,762000,196300
Untervaz,759600,199600
Zizers,761800,200400
Fläsch,757700,210400
Jenins,761000,207800
Maienfeld,759100,208400
Malans,762700,205700
Landquart,761300,203600
Grüsch,768000,205700
Schiers,771300,204500
Seewis im Prättigau,767200,206600
Breil/Brigels,722900,179700
Disentis/Mustér,708100,173400
Medel (Lucmagn),708700,170100
Sumvitg,714700,176300
Tujetsch,701600,170800
Trun,718300,178000
Obersaxen Mundaun,727000,178500
Aarau,645800,249000
Biberstein,648500,251600
Buchs (AG),647600,248700
Densbüren,646300,256100
Erlinsbach (AG),643200,250100
Gränichen,650000,245400
Hirschthal,646500,241400
Küttigen,646000,251800
Muhen,646500,243400
Oberentfelden,645900,245200
Suhr,648400,246900
Unterentfelden,645700,246400
Baden,665400,258400
Bellikon,668400,249100
Bergdietikon,671600,249000
Birmenstorf (AG),661000,257100
Ennetbaden,666100,259100
Fislisbach,664400,254300
Freienwil,666900,261800
Gebenstorf,660600,259100
Killwangen,669000,253900
Künten,667300,249100
Mägenwil,659700,251500
Mellingen,663000,252300
Neuenhof,667200,255400
Niederrohrdorf,665400,252900
Oberrohrdorf,666300,252400
Obersiggenthal,664600,260000
Remetschwil,667000,251200
Spreitenbach,669900,252300
Stetten (AG),665600,250200
Turgi,661200,260500
Untersiggenthal,661500,261600
Wettingen,666300,257800
Wohlenschwil,661800,251600
Würenlingen,661700,264800
Würenlos,669800,255100
Ehrendingen,668700,261600
Arni (AG),674200,241300
Berikon,670800,244800
Bremgarten (AG),668400,244800
Büttikon,662800,242000
Dottikon,660500,248400
Eggenwil,668100,247000
Fischbach-Göslikon,665900,246900
Hägglingen,661600,248800
Jonen,672200,238800
Niederwil (AG),664600,247800
Oberlunkhofen,672100,240500
Oberwil-Lieli,671600,243200
Rudolfstetten-Friedlisberg,671100,246800
Sarmenstorf,661200,240300
Tägerig,663400,250500
Uezwil,663300,240900
Unterlunkhofen,671300,241600
Villmergen,660900,244400
Widen,669800,246800
Wohlen (AG),663400,244700
Zufikon,669600,244200
Islisberg,675700,241800
Auenstein,652900,252000
Birr,657500,254300
Birrhard,660800,254400
Bözen,648600,260600
Brugg,657900,259400
Effingen,650100,260100
Elfingen,649800,262000
Habsburg,656300,257100
Hausen (AG),658300,257100
Lupfig,657700,254800
Mandach,656200,266500
Mönthal,652900,263300
Mülligen,660400,256600
Remigen,656500,263100
Riniken,656500,260600
Rüfenach,657700,262300
Thalheim (AG),650000,254200
Veltheim (AG),653500,254300
Villigen,658500,264200
Villnachern,654400,258000
Windisch,658400,259000
Bözberg,654100,259400
Schinznach,653100,255300
Beinwil am See,657800,235300
Birrwil,657300,238000
Burg (AG),656200,231800
Dürrenäsch,654300,241400
Gontenschwil,653400,235800
Holziken,645200,241400
Leimbach (AG),655300,236000
Leutwil,655600,240000
Menziken,656700,232700
Oberkulm,651500,238900
Reinach (AG),656300,233900
Schlossrued,649100,238000
Schmiedrued,650600,234900
Schöftland,646300,239500
Teufenthal (AG),651300,242200
Unterkulm,651200,240100
Zetzwil,653800,237400
Eiken,641500,264700
Frick,643900,262000
Gansingen,652400,266000
Gipf-Oberfrick,642500,260900
Herznach,646300,258100
Hornussen,647000,261200
Kaisten,645600,265600
Laufenburg,646800,267900
Münchwilen (AG),639400,265400
Oberhof,642800,255500
Oeschgen,643500,263300
Schwaderloch,653100,270800
Sisseln,641400,267100
Ueken,646000,259500
Wittnau,640400,258900
Wölflinswil,642200,256900
Zeihen,648700,258500
Mettauertal,653700,268000
Ammerswil,658100,246800
Boniswil,656500,240800
Brunegg,658700,252300
Dintikon,659600,246200
Egliswil,656600,244600
Fahrwangen,660800,238500
Hallwil,655700,242300
Hendschiken,658800,248700
Holderbank (AG),655100,253100
Hunzenschwil,651800,248700
Lenzburg,655500,249000
Meisterschwanden,659700,238500
Möriken-Wildegg,656100,251900
Niederlenz,655700,250300
Othmarsingen,658700,250300
Rupperswil,652000,250500
Schafisheim,653200,247600
Seengen,658000,241800
Seon,654500,244300
Staufen,654900,248200
Abtwil,669500,225200
Aristau,670000,237700
Auw,670200,229300
Beinwil (Freiamt),668700,231500
Besenbüren,668500,240600
Bettwil,662700,238100
Boswil,666100,239200
Bünzen,666900,240300
Buttwil,666000,235700
Dietwil,672300,222300
Geltwil,667000,233500
Kallern,664700,241000
Merenschwand,670800,234800
Mühlau,672000,231400
Muri (AG),668400,236000
Oberrüti,672500,224300
Rottenschwil,669900,240800
Sins,672400,227200
Waltenschwil,665400,243000
Hellikon,636600,262200
Kaiseraugst,621500,265600
Magden,628200,264100
Möhlin,630600,267500
Mumpf,636300,266200
Obermumpf,637600,264400
Olsberg,626000,263500
Rheinfelden,626900,267000
Schupfart,639700,262700
Stein (AG),638400,266000
Wallbach,635000,267700
Wegenstetten,637300,260900
Zeiningen,632500,265700
Zuzgen,634800,263800
Aarburg,634900,241100
Bottenwil,642900,237300
Brittnau,638500,234300
Kirchleerau,647600,236300
Kölliken,644100,242900
Moosleerau,647300,235500
Murgenthal,630200,235300
Oftringen,636500,240700
Reitnau,645900,233400
Rothrist,633300,239500
Safenwil,641200,241300
Staffelbach,645900,237100
Strengelbach,637100,236500
Uerkheim,644300,239700
Vordemwald,634800,236000
Wiliberg,644200,235400
Zofingen,638300,237700
Baldingen,666000,267500
Böbikon,667300,267400
Böttstein,660900,269100
Döttingen,661700,269100
Endingen,664100,265500
Fisibach,672900,268400
Full-Reuenthal,657500,273800
Kaiserstuhl,673700,269100
Klingnau,661400,270100
Koblenz,659700,273200
Leibstadt,655400,271200
Lengnau (AG),667100,263700
Leuggern,658600,270200
Mellikon,668800,268900
Rekingen (AG),666500,269200
Rietheim,663100,272500
Rümikon,670700,268700
Schneisingen,669700,263500
Siglistorf,670900,266500
Tegerfelden,663800,268000
Wislikofen,669400,267900
Bad Zurzach,664500,271000
Arbon,750000,264300
Dozwil,741500,271200
Egnach,746000,267400
Hefenhofen,740000,269900
Horn,752500,262400
Kesswil,741300,273100
Roggwil (TG),747400,262800
Romanshorn,745900,270100
Salmsach,745400,269000
Sommeri,739300,270100
Uttwil,743100,272000
Amriswil,740000,267700
Bischofszell,736000,261800
Erlen,735100,267900
Hauptwil-Gottshaus,739000,261900
Hohentannen,734500,263600
Kradolf-Schönenberg,732600,265500
Sulgen,731500,266800
Zihlschlacht-Sitterdorf,736400,263200
Basadingen-Schlattingen,698300,280600
Diessenhofen,698500,282700
Schlatt (TG),695000,279700
Aadorf,710800,260900
Felben-Wellhausen,713200,271000
Frauenfeld,709600,268400
Gachnang,706500,266200
Hüttlingen,716000,270800
Matzingen,712600,264300
Neunforn,700000,273700
Stettfurt,714200,264800
Thundorf,716600,267800
Uesslingen-Buch,705200,273000
Warth-Weiningen,707900,271400
Altnau,736800,274800
Bottighofen,732800,278000
Ermatingen,723600,281300
Gottlieben,727400,280600
Güttingen,739000,274200
Kemmental,726100,273400
Kreuzlingen,730100,278800
Langrickenbach,736100,273000
Lengwil,732000,275700
Münsterlingen,734400,277000
Tägerwilen,727300,279600
Wäldi,724500,277300
Affeltrangen,719900,265300
Bettwiesen,719600,261900
Bichelsee-Balterswil,713100,256900
Braunau,723100,262600
Eschlikon,715500,258300
Fischingen,715500,252600
Lommis,715700,264700
Münchwilen (TG),717500,259800
Rickenbach (TG),721600,256600
Schönholzerswilen,728200,264200
Sirnach,718800,256600
Tobel-Tägerschen,720100,264000
Wängi,714100,261700
Wilen (TG),720300,256900
Wuppenau,725700,262000
Berlingen,718700,281300
Eschenz,707800,278500
Herdern,710600,273700
Homburg,717900,277100
Hüttwilen,707700,273900
Mammern,711000,278300
Müllheim,717600,273600
Pfyn,714000,272800
Raperswilen,720500,277000
Salenstein,721700,281100
Steckborn,715800,280400
Wagenhausen,705300,279000
Amlikon-Bissegg,721900,270100
Berg (TG),730000,271200
Birwinken,732300,271600
Bürglen (TG),729000,268000
Bussnang,723400,268800
Märstetten,722600,272600
Weinfelden,725700,269800
Wigoltingen,719700,273100
Arbedo-Castione,723900,119200
Bellinzona,722400,116800
Cadenazzo,716700,112200
Isone,719600,109800
Lumino,725500,121200
Sant'Antonino,719000,112500
Acquarossa,714600,146700
Blenio,715200,154200
Serravalle,718700,140900
Airolo,689800,153700
Bedretto,682300,151100
Bodio,713400,137300
Dalpe,702600,147800
Faido,704600,148400
Giornico,710600,140000
Personico,713800,136400
Pollegio,715800,135900
Prato (Leventina),701300,148800
Quinto,697700,151900
Ascona,702900,112400
Brione (Verzasca),704200,128200
Brione sopra Minusio,706300,115600
Brissago,698300,108300
Corippo,708100,121500
Frasco,705000,132900
Gordola,710000,115500
Lavertezzo,708100,123900
Locarno,704700,113800
Losone,702200,113500
Mergoscia,708700,118500
Minusio,706300,115000
Muralto,705600,114500
Orselina,705200,115200
Ronco sopra Ascona,699500,111100
Sonogno,703700,134100
Tenero-Contra,708800,115300
Vogorno,709600,120000
Onsernone,691300,117400
Cugnasco-Gerra,714200,114700
Agno,713100,95000
Aranno,710900,97200
Arogno,720100,91000
Astano,706700,96600
Bedano,714500,101000
Bedigliora,708700,95500
Bioggio,713800,96800
Bissone,718400,90200
Brusino Arsizio,716400,87400
Cademario,712700,97700
Cadempino,715900,99100
Canobbio,718300,99300
Caslano,711800,92300
Comano,717400,99400
Croglio,708400,94400
Cureglia,716600,99500
Curio,710400,95500
Grancia,715500,91800
Gravesano,714400,100000
Lamone,715700,100400
Lugano,717100,95900
Magliaso,712400,93500
Manno,714600,99200
Maroggia,718800,88200
Massagno,716400,96900
Melano,720100,86500
Melide,716900,90300
Mezzovico-Vira,714400,105400
Miglieglia,709900,98000
Monteggio,706000,94400
Morcote,714000,87300
Muzzano,715000,95100
Neggio,711600,93900
Novaggio,709700,96400
Origlio,716500,101400
Paradiso,716700,94400
Ponte Capriasca,717000,102300
Ponte Tresa,710100,91800
Porza,717300,98500
Pura,710900,93600
Rovio,720200,88000
Savosa,717000,97800
Sessa,706900,95200
Sorengo,715900,95000
Capriasca,718200,102900
Torricella-Taverne,715500,102600
Vernate,712100,94700
Vezia,716100,97900
Vico Morcote,715000,87600
Collina d'Oro,714600,93400
Alto Malcantone,713200,100700
Monteceneri,714600,108500
Balerna,721800,78700
Castel San Pietro,721900,80200
Chiasso,723400,77200
Coldrerio,720300,79200
Mendrisio,720000,81000
Morbio Inferiore,722600,79200
Novazzano,719900,77800
Riva San Vitale,718800,85000
Stabio,716500,78800
Vacallo,724000,78600
Breggia,722900,80100
Biasca,717900,135500
Riviera,718700,128900
Bosco/Gurin,681100,130000
Campo (Vallemaggia),681400,126900
Cerentino,685300,128800
Cevio,689500,130100
Linescio,688200,129200
Maggia,697900,122500
Lavizzara,694000,136900
Avegno Gordevio,700700,120400
Comunanza Cadenazzo/Monteceneri,724500,111600
Comunanza Capriasca/Lugano,722700,105900
Terre di Pedemonte,699800,115800
Centovalli,697400,114800
Gambarogno,709600,111700
Aigle,563600,129700
Bex,567300,122200
Chessel,558100,133300
Corbeyrier,563200,133400
Gryon,571000,124800
Lavey-Morcles,567700,118700
Leysin,567000,132500
Noville,558600,136900
Ollon,568500,127400
Ormont-Dessous,570200,134600
Ormont-Dessus,578000,133600
Rennaz,560000,136200
Roche (VD),561000,134500
Villeneuve (VD),560600,138600
Yvorne,563200,131200
Apples,522500,156200
Aubonne,519600,149800
Ballens,518400,156500
Berolle,515500,156900
Bière,515200,154600
Bougy-Villars,516800,148100
Féchy,518000,148300
Gimel,513200,151500
Longirod,509400,149900
Marchissy,508500,149200
Mollens (VD),517100,159000
Montherod,517700,150300
Saint-George,509600,152100
Saint-Livres,519300,151300
Saint-Oyens,513300,150300
Saubraz,514900,152100
Avenches,569600,192200
Cudrefin,568100,200600
Faoug,572500,195300
Vully-les-Lacs,568300,196500
Bettens,534000,164400
Bournens,532900,161800
Boussens,534400,161700
La Chaux (Cossonay),526000,163400
Chavannes-le-Veyron,524300,162100
Chevilly,526300,166200
Cossonay,528700,162900
Cottens (VD),524600,158500
Cuarnens,523400,164300
Daillens,531800,163600
Dizy,527800,165300
Eclépens,530100,167200
Ferreyres,527000,167900
Gollion,528700,159800
Grancy,525400,160600
L'Isle,521300,163000
Lussery-Villars,530100,164800
Mauraz,522300,162000
Mex (VD),532000,158900
Moiry,524600,166900
Mont-la-Ville,521200,166600
Montricher,518700,161500
Orny,530200,168900
Pampigny,522500,159300
Penthalaz,530200,162900
Penthaz,531000,161400
Pompaples,529000,168800
La Sarraz,529100,167800
Senarclens,527200,161500
Sévery,523300,158700
Sullens,533100,160600
Vufflens-la-Ville,531100,158900
Assens,537500,162700
Bercher,544300,171400
Bioley-Orjulaz,535700,163600
Bottens,540300,163300
Bretigny-sur-Morrens,538900,161100
Cugy (VD),538800,159400
Echallens,538400,165800
Essertines-sur-Yverdon,538800,174000
Etagnières,536700,161300
Fey,542200,169600
Froideville,542100,161300
Morrens (VD),537800,160300
Oulens-sous-Echallens,534000,166000
Pailly,541600,172500
Penthéréaz,536100,170400
Poliez-Pittet,542000,164300
Rueyres,542800,171700
Saint-Barthélemy (VD),535800,165200
Villars-le-Terroir,538800,167600
Vuarrens,539500,170800
Montilliez,540700,165400
Goumoëns,536100,167800
Bonvillars,541400,187800
Bullet,532500,187000
Champagne,540500,187000
Concise,545200,189400
Corcelles-près-Concise,544300,188700
Fiez,537900,186600
Fontaines-sur-Grandson,537500,187400
Giez,537400,184800
Grandevent,536500,187800
Grandson,539400,184400
Mauborget,537300,189700
Mutrux,545800,192600
Novalles,535700,186700
Onnens (VD),542700,187900
Provence,545700,193500
Sainte-Croix,528500,186100
Tévenon,538100,188700
Belmont-sur-Lausanne,541700,152400
Cheseaux-sur-Lausanne,536100,159600
Crissier,534000,156300
Epalinges,541400,155700
Jouxtens-Mézery,535600,156000
Lausanne,538200,152400
Le Mont-sur-Lausanne,538400,156800
Paudex,541000,150800
Prilly,536100,154100
Pully,540200,151300
Renens (VD),534100,154400
Romanel-sur-Lausanne,536000,157300
Chexbres,549200,148100
Forel (Lavaux),548700,154600
Lutry,542300,150500
Puidoux,549700,150200
Rivaz,549300,147400
Saint-Saphorin (Lavaux),550600,147100
Savigny,545800,154400
Bourg-en-Lavaux,544500,149500
Aclens,528800,157800
Bremblens,529400,155400
Buchillon,521800,147000
Bussigny,532000,155800
Bussy-Chardonney,523500,153600
Chavannes-près-Renens,533500,153300
Chigny,526200,152500
Clarmont,524200,155600
Denens,524700,152400
Denges,531100,153000
Echandens,531100,154000
Echichens,527900,153200
Ecublens (VD),533000,153500
Etoy,521800,148800
Lavigny,520800,150000
Lonay,529600,153300
Lully (VD),525300,150900
Lussy-sur-Morges,524100,150800
Morges,528100,152000
Préverenges,530100,152200
Reverolle,523300,155000
Romanel-sur-Morges,528800,156500
Saint-Prex,524600,148300
Saint-Sulpice (VD),532400,151400
Tolochenaz,526000,150900
Vaux-sur-Morges,525200,154300
Villars-Sainte-Croix,532800,157800
Villars-sous-Yens,522600,151500
Vufflens-le-Château,525700,153300
Vullierens,526700,158400
Yens,521700,152400
Boulens,545000,170300
Bussy-sur-Moudon,552000,170700
Chavannes-sur-Moudon,551800,167600
Curtilles,554900,172100
Dompierre (VD),557500,173100
Hermenches,548000,165800
Lovatens,556100,171300
Lucens,554100,173200
Moudon,551000,168800
Ogens,545300,173600
Prévonloup,557300,172200
Rossenges,549100,167300
Syens,549500,166300
Villars-le-Comte,551100,173500
Vucherens,549100,163700
Montanaire,547800,172700
Arnex-sur-Nyon,504000,136700
Arzier-Le Muids,505500,146100
Bassins,507400,146600
Begnins,508700,144000
Bogis-Bossey,502100,134400
Borex,502900,137200
Chavannes-de-Bogis,501700,133300
Chavannes-des-Bois,499400,130200
Chéserex,502800,139600
Coinsins,507700,142100
Commugny,502600,130500
Coppet,504000,130300
Crans-près-Céligny,505000,134800
Crassier,501900,136700
Duillier,507300,140500
Eysins,505200,137400
Founex,504100,132100
Genolier,506100,143300
Gingins,503100,140500
Givrins,504900,142700
Gland,509700,141700
Grens,504000,138800
Mies,502200,128800
Nyon,507700,137500
Prangins,508500,138800
La Rippe,500900,137500
Saint-Cergue,501600,144700
Signy-Avenex,504900,138400
Tannay,502800,129400
Trélex,505100,141200
Le Vaud,507500,148100
Vich,508700,142700
L'Abergement,527500,178600
Agiez,528800,174500
Arnex-sur-Orbe,529700,171700
Ballaigues,521700,175900
Baulmes,530100,182500
Bavois,533300,170700
Bofflens,528100,172900
Bretonnières,526100,174000
Chavornay,533600,173100
Les Clées,525400,176100
Croy,526400,171900
Juriens,524300,171600
Lignerolle,524900,177100
Montcherand,529100,176200
Orbe,530800,175200
La Praz,522600,169000
Premier,524000,173100
Rances,530600,179200
Romainmôtier-Envy,525200,171800
Sergey,528300,178200
Valeyres-sous-Rances,530200,178400
Vallorbe,519000,173900
Vaulion,519800,171400
Vuiteboeuf,532100,184400
Corcelles-le-Jorat,546600,162000
Essertes,550200,157000
Maracon,556500,155600
Montpreveyres,546500,159200
Ropraz,547400,162800
Servion,549800,158500
Vulliens,550500,163500
Jorat-Menthue,543700,164100
Oron,553100,158000
Jorat-Mézières,549200,161800
Champtauroz,550400,179000
Chevroux,559600,193200
Corcelles-près-Payerne,563600,186800
Grandcour,561200,191300
Henniez,557600,176900
Missy,564300,192000
Payerne,561700,185700
Trey,560800,179900
Treytorrens (Payerne),551300,180200
Villarzel,559900,177700
Valbroye,557900,179200
Château-d'Oex,576500,147000
Rossinière,572600,146300
Rougemont,582400,148700
Allaman,519900,147100
Bursinel,512800,143700
Bursins,511800,145100
Burtigny,509300,146800
Dully,512300,143000
Essertines-sur-Rolle,513900,149600
Gilly,512300,145800
Luins,510300,144000
Mont-sur-Rolle,515400,147200
Perroy,517600,146800
Rolle,515300,145800
Tartegnin,513800,146700
Vinzel,510900,144600
L'Abbaye,510700,164200
Le Chenit,506900,162100
Le Lieu,512800,168200
Blonay,558200,146000
Chardonne,553000,147500
Corseaux,552900,147000
Corsier-sur-Vevey,554200,146700
Jongny,554300,147800
Montreux,559500,142800
Saint-Légier-La Chiésaz,557100,146800
La Tour-de-Peilz,555600,144800
Vevey,554400,145700
Veytaux,560700,141100
Belmont-sur-Yverdon,537800,177500
Bioley-Magnoux,544400,175300
Chamblon,536400,181200
Champvent,533800,181700
Chavannes-le-Chêne,549600,180900
Chêne-Pâquier,548800,180300
Cheseaux-Noréaz,541400,181100
Cronay,543300,178600
Cuarny,542300,180200
Démoret,547900,177600
Donneloye,544700,177300
Ependes (VD),536600,177300
Mathod,533300,179900
Molondin,547300,179000
Montagny-près-Yverdon,536900,182600
Oppens,542900,173900
Orges,535100,184400
Orzens,542200,175100
Pomy,541200,179000
Rovray,548600,181800
Suchy,535800,175000
Suscévaz,534300,179600
Treycovagnes,536600,180600
Ursins,541100,176300
Valeyres-sous-Montagny,536700,183400
Valeyres-sous-Ursins,540100,177500
Villars-Epeney,543300,181400
Vugelles-La Mothe,534300,186200
Yverdon-les-Bains,539000,181200
Yvonand,546900,183500
Brig-Glis,642400,129600
Eggerberg,634000,128900
Naters,642300,130700
Ried-Brig,644500,129500
Simplon,647700,116200
Termen,645000,131000
Zwischbergen,654200,116200
Ardon,586000,117800
Chamoson,583500,116600
Conthey,589700,119900
Nendaz,589700,115200
Vétroz,587900,119400
Bagnes,585500,101200
Bourg-Saint-Pierre,582100,88700
Liddes,580400,93400
Orsières,577400,97700
Sembrancher,577800,103000
Vollèges,579100,104000
Bellwald,655500,141600
Binn,657300,135000
Ernen,654300,138800
Fiesch,653400,139300
Fieschertal,654200,141800
Lax,652400,137700
Obergoms,670000,154200
Goms,663400,148700
Ayent,597600,125000
Evolène,604400,106900
Hérémence,597400,114300
Saint-Martin (VS),600400,113500
Vex,596800,117800
Mont-Noble,599200,119700
Agarn,617400,127200
Albinen,615000,132100
Ergisch,621200,126900
Inden,613800,132600
Leuk,615100,129600
Leukerbad,614700,136500
Oberems,619800,125600
Salgesch,610100,128900
Varen,613000,129700
Guttet-Feschel,617500,130400
Gampel-Bratsch,623400,129400
Turtmann-Unterems,620400,127700
Bovernier,572800,103200
Charrat,576600,107800
Fully,574900,109700
Isérables,585000,112300
Leytron,582200,115100
Martigny,571500,105300
Martigny-Combe,569000,105000
Riddes,583300,113400
Saillon,580400,113400
Saxon,580000,110800
Trient,565700,100600
Champéry,556100,114200
Collombey-Muraz,560600,125300
Monthey,562300,122500
Port-Valais,554900,137000
Saint-Gingolph,551300,138000
Troistorrents,559800,119800
Val-d'Illiez,557900,117200
Vionnaz,558600,128900
Vouvry,557600,131800
Bister,648200,134500
Bitsch,643900,132100
Grengiols,650400,135900
Riederalp,645700,134200
Ausserberg,631800,129300
Blatten,629300,141100
Bürchen,628900,125900
Eischoll,626300,127000
Ferden,624700,138100
Kippel,625700,138700
Niedergesteln,626400,129200
Raron,627900,128900
Unterbäch,627800,126000
Wiler (Lötschen),626600,139300
Mörel-Filet,646700,134100
Steg-Hohtenn,623900,129200
Bettmeralp,648600,136300
Collonges,568900,113400
Dorénaz,569500,110900
Evionnaz,568000,114200
Finhaut,564300,103600
Massongex,565400,121300
Saint-Maurice,566500,118600
Salvan,567800,107800
Vernayaz,569300,109300
Vérossaz,564900,117900
Chalais,605300,123800
Chippis,608000,125300
Grône,601300,122200
Icogne,600000,126600
Lens,600600,125300
Miège,608300,129000
Saint-Léonard,598500,122500
Sierre,607300,127000
Venthône,607000,128400
Veyras,607600,127900
Anniviers,610600,114200
Crans-Montana,604400,129400
Arbaz,595800,124600
Grimisuat,595800,123200
Savièse,593000,122000
Sion,594000,120100
Veysonnaz,592200,116100
Baltschieder,632800,128700
Eisten,635100,116600
Embd,630700,118300
Grächen,630900,116000
Lalden,635800,127700
Randa,626800,105600
Saas-Almagell,640200,105000
Saas-Balen,637800,111600
Saas-Fee,637700,106300
Saas-Grund,638600,108100
St. Niklaus,628100,113900
Stalden (VS),633300,120300
Staldenried,634200,119900
Täsch,626300,101800
Törbel,631800,120800
Visp,634300,126900
Visperterminen,635800,123100
Zeneggen,632900,124700
Zermatt,623900,96500
Boudry,554300,200000
Corcelles-Cormondrèche,556500,203700
Cortaillod,554900,199200
Peseux,558200,204200
Rochefort,552200,203200
Milvignes,556000,201800
La Grande-Béroche,552500,197900
La Chaux-de-Fonds,553400,216900
Les Planchettes,549300,217500
La Sagne,551400,210000
Les Brenets,544300,213300
La Brévine,536700,203600
Brot-Plamboz,546700,202400
Le Cerneux-Péquignot,541200,207600
La Chaux-du-Milieu,544000,207200
Le Locle,547600,212000
Les Ponts-de-Martel,546100,205500
Cornaux,568200,209800
Cressier (NE),569500,211200
Enges,567600,211800
Hauterive (NE),564500,207100
Le Landeron,571600,211600
Lignières,571600,214700
Neuchâtel,561300,204700
Saint-Blaise,565600,207100
La Tène,567200,206900
Valangin,559500,207300
Val-de-Ruz,560700,212700
La Côte-aux-Fées,527700,191000
Les Verrières,527200,195200
Val-de-Travers,534800,195000
Aire-la-Ville,492300,116400
Anières,506300,125700
Avully,489000,114200
Avusy,489600,111300
Bardonnex,497000,111800
Bellevue,501000,123500
Bernex,494600,114700
Carouge (GE),499700,115600
Cartigny,490400,114600
Céligny,504300,134000
Chancy,486700,112000
Chêne-Bougeries,503400,117000
Chêne-Bourg,504000,116600
Choulex,506400,120000
Collex-Bossy,498400,125200
Collonge-Bellerive,504400,121800
Cologny,503100,119200
Confignon,495500,114500
Corsier (GE),506400,124200
Dardagny,488600,116900
Genève,500000,117900
Genthod,501100,124600
Le Grand-Saconnex,498600,121100
Gy,508900,123000
Hermance,508000,128500
Jussy,509500,121000
Laconnex,491700,112600
Lancy,498100,116300
Meinier,507100,122400
Meyrin,494600,120600
Onex,496500,115500
Perly-Certoux,495800,112600
Plan-les-Ouates,498000,113900
Pregny-Chambésy,500100,122000
Presinge,509000,119200
Puplinge,506800,118300
Russin,490000,116100
Satigny,491500,119100
Soral,492200,111300
Thônex,504200,116000
Troinex,500400,113000
Vandoeuvres,504600,119600
Vernier,495700,119100
Versoix,501500,126500
Veyrier,503200,113600
Boécourt,583100,244300
Bourrignon,585400,249600
Châtillon (JU),592800,241800
Courchapoix,601300,244200
Courrendlin,595100,243100
Courroux,595200,245600
Courtételle,590900,243300
